Store,POS,Shift number,Shift opening time,Shift opened,Shift closing time,Shift closed,Starting cash,Cash payments,Cash refunds,Paid in,Paid out,Expected cash amount,Actual cash amount,Difference
Smash Bros Burgers (Rawai),Smash Brothers - Rawai (Main POS),578,8/12/25 6:05 PM,Cashier Night Shift,8/13/25 2:20 AM,Cashier Night Shift,13.52,2879.00,0.00,1352.00,2785.52,1459.00,1469.00,10.00
